RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.344043,-46.420084,0.0,8.821578,0.021136,-1.83914,0.021626,13.529404,14.175947,12.72222,0.206071,0.022514,149.886156,14.409745,14.36375,14.400989,14.374172,14.246573,13.582186,13.272288,12.526324,12.249183,11.934208,11.638621,11.502319,0.024,0.023,0.014,0.015,0.045,0.044,0.033,0.018,0.029,0.017,0.048,0.027
154.356308,-46.41911,0.0,8.311602,0.02324,-2.118809,0.025748,15.155538,15.70252,14.390379,0.216136,0.024489,119.33804,15.486015,15.495171,15.600794,15.654323,15.489778,15.035941,14.738746,14.117911,13.876048,13.543809,13.327548,13.195086,0.034,0.031,0.034,0.032,0.042,0.046,0.045,0.019,0.03,0.022,0.059,0.042
154.358445,-46.421716,1.0,8.372272,0.019182,-1.948812,0.020785,14.6052,15.181428,13.826964,0.136593,0.020463,116.468093,15.015205,15.020673,15.113522,15.175292,15.122094,14.495156,14.182437,13.552657,13.295058,13.018651,12.744004,12.595969,0.021,0.025,0.023,0.035,0.037,0.041,0.031,0.013,0.028,0.018,0.058,0.028
154.353208,-46.416809,1.0,8.40578,0.04711,-1.907054,0.049605,14.942074,15.376217,14.071143,0.179665,0.051467,125.589826,15.138015,15.164171,15.270794,15.311323,15.259778,14.713941,14.405746,13.758911,13.539048,13.222809,12.980548,12.856086,0.022,0.027,0.033,0.039,0.026,0.034,0.028,0.015,0.027,0.021,0.042,0.029
154.354243,-46.412302,1.0,7.745066,0.044156,-1.998538,0.04407,15.105866,15.64007,14.336878,0.103119,0.045527,122.053568,15.429015,15.411171,15.534794,15.604323,15.478778,14.984941,14.686746,14.087911,13.846048,13.646809,13.255548,13.163086,0.028,0.025,0.018,0.022,0.041,0.059,0.036,0.016,0.029,0.014,0.051,0.037
154.348596,-46.404816,0.0,8.617085,0.018835,-1.837549,0.019951,14.785098,15.402322,14.016685,0.150107,0.020291,138.841501,15.310372,15.286429,15.358432,15.452427,15.327,14.74465,14.448361,13.766957,13.510711,13.198544,12.927032,12.807169,0.022,0.022,0.022,0.025,0.044,0.049,0.043,0.017,0.029,0.015,0.052,0.036
154.356211,-46.408438,0.0,8.32256,0.013161,-2.010214,0.013717,13.801361,14.448647,13.005576,0.176174,0.014357,118.06951,14.580372,14.549429,14.588432,14.577427,14.426,13.80465,13.488361,12.767957,12.519711,12.231544,11.899032,11.791169,0.021,0.026,0.012,0.016,0.039,0.043,0.03,0.016,0.024,0.014,0.055,0.029
154.362576,-46.411451,1.0,8.324336,0.02272,-1.760298,0.022605,14.956079,15.508545,14.163203,0.166254,0.025662,101.43688,15.313705,15.31831,15.449985,15.496631,15.4787,14.835045,14.571065,13.889131,13.6395,13.326127,13.061723,13.307241,0.03,0.15,0.032,0.046,0.04,0.051,0.034,0.022,0.031,0.025,0.048,0.032
154.31844,-46.445959,0.0,8.416035,0.038433,-1.76555,0.039184,16.298325,16.81946,15.614146,0.183536,0.041223,242.881851,16.738941,16.756851,16.838138,16.953691,16.837275,16.381328,16.09136,15.504346,15.25337,15.016132,14.669784,14.545858,0.028,0.032,0.026,0.053,0.047,0.047,0.045,0.015,0.031,0.018,0.06,0.04
154.319617,-46.440185,1.0,8.486535,0.020708,-2.002893,0.02222,14.814774,15.382573,14.086767,0.196484,0.022528,230.638423,15.350753,15.322937,15.415776,15.509163,15.456736,14.873894,14.591514,13.907718,13.676076,13.392573,13.082594,12.97124,0.029,0.024,0.017,0.018,0.041,0.045,0.034,0.018,0.024,0.018,0.059,0.029
154.313587,-46.426098,1.0,8.430425,0.054796,-1.718853,0.055918,15.590995,15.948988,14.731972,0.235464,0.05605,228.26819,15.701753,15.740937,15.856776,15.912163,15.872736,15.366894,15.071514,14.420718,14.226076,13.904573,13.637594,13.47024,0.046,0.042,0.043,0.047,0.045,0.041,0.041,0.031,0.031,0.032,0.048,0.036
154.328883,-46.422888,1.0,7.958355,0.044932,-1.921318,0.049734,16.522415,16.991861,15.76476,0.132869,0.048051,188.742653,16.610745,16.55475,16.688989,16.822172,16.755573,16.314186,16.012288,15.443324,15.224183,15.007208,14.699621,14.615319,0.051,0.058,0.054,0.074,0.057,0.063,0.057,0.038,0.057,0.039,0.073,0.057
154.323795,-46.432265,0.0,8.25425,0.034557,-2.084605,0.034109,16.090307,16.614502,15.354357,0.159719,0.037661,210.045825,16.530753,16.544937,16.518776,16.678163,16.640736,16.120894,15.820514,15.223718,14.959076,14.717573,14.414594,14.31824,0.028,0.036,0.031,0.035,0.043,0.054,0.037,0.022,0.038,0.02,0.067,0.044
154.320324,-46.429257,0.0,8.349011,0.013927,-1.789371,0.013692,13.809724,14.441072,13.038064,0.1835,0.015124,214.879875,14.749753,14.716937,14.735776,14.763163,14.588736,13.978894,13.675514,12.951718,12.653076,12.365573,12.048594,11.87824,0.02,0.026,0.017,0.028,0.039,0.046,0.035,0.014,0.026,0.017,0.047,0.027
154.314224,-46.420392,1.0,8.389487,0.033165,-1.883312,0.033643,15.85808,16.393131,15.139145,0.221596,0.035025,223.193616,16.072534,16.140755,16.19725,16.356518,16.274704,15.774399,15.482719,14.89996,14.648602,14.511536,14.14849,14.013019,0.026,0.033,0.023,0.041,0.047,0.052,0.035,0.021,0.034,0.018,0.07,0.03
154.300029,-46.428871,1.0,8.307664,0.028899,-2.047428,0.028984,15.791157,16.325188,15.09374,0.175464,0.03127,263.280346,16.218677,16.247429,16.342504,16.409018,16.413882,15.837022,15.540926,14.953906,14.689197,14.445208,14.137434,13.998758,0.026,0.032,0.025,0.036,0.041,0.046,0.043,0.019,0.042,0.015,0.054,0.038
154.308154,-46.424359,0.0,8.364681,0.017425,-2.126718,0.018293,14.491296,15.074461,13.755293,0.193315,0.019589,240.263134,15.217677,15.226429,15.244504,15.325018,15.200882,14.619022,14.329926,13.643906,13.372197,13.088208,12.786434,12.656758,0.022,0.024,0.016,0.02,0.036,0.049,0.037,0.016,0.028,0.016,0.066,0.035
154.313239,-46.416812,1.0,8.047438,0.036967,-1.93016,0.037299,16.142504,16.68868,15.440683,0.101006,0.039695,224.361233,16.366534,16.391755,16.47225,16.584518,16.501704,16.057399,15.744719,15.17196,14.947602,14.693536,14.41249,14.293019,0.02,0.023,0.022,0.033,0.049,0.058,0.038,0.021,0.036,0.018,0.051,0.038
154.308544,-46.412586,1.0,8.443506,0.011535,-1.9631,0.01162,13.390388,14.048916,12.600763,0.181659,0.012808,235.480338,14.474379,14.425099,14.519601,14.452631,14.358687,13.612505,13.300417,12.531051,12.239015,11.900274,11.61338,11.473392,0.023,0.024,0.013,0.012,0.042,0.044,0.031,0.018,0.027,0.017,0.044,0.028
154.307437,-46.409844,1.0,8.481243,0.02722,-2.005888,0.02725,15.641768,16.193665,14.926952,0.176336,0.029184,238.4216,16.098379,16.097099,16.120601,16.259631,16.247687,15.701505,15.375417,14.788051,14.515015,14.187274,13.96938,13.831392,0.032,0.026,0.02,0.031,0.038,0.046,0.038,0.023,0.033,0.02,0.052,0.038
154.325128,-46.417608,1.0,8.298701,0.045632,-2.00575,0.048863,16.447844,16.949104,15.662467,0.229605,0.048864,195.185761,16.588534,16.679755,16.71725,16.958518,16.888704,16.297399,16.015719,15.40096,15.194602,14.893536,14.70049,14.508019,0.032,0.034,0.036,0.044,0.069,0.067,0.037,0.018,0.037,0.026,0.063,0.034
154.330538,-46.409075,1.0,8.20727,0.020963,-1.9353,0.022318,14.756508,15.364187,13.979527,0.169194,0.022219,181.307806,15.243786,15.229307,15.395922,15.372504,15.31348,14.725586,14.390479,13.735264,13.485563,13.149968,12.894401,12.784805,0.022,0.027,0.016,0.029,0.042,0.046,0.033,0.02,0.026,0.016,0.056,0.025
154.326831,-46.410859,1.0,8.455797,0.036234,-2.014354,0.037925,16.19742,16.75987,15.477103,0.27612,0.038581,190.181258,16.509534,16.474755,16.64225,16.743518,16.673704,16.148399,15.877719,15.25096,15.001602,14.733536,14.46549,14.338019,0.041,0.025,0.041,0.039,0.048,0.051,0.045,0.018,0.03,0.02,0.065,0.03
154.333512,-46.402196,1.0,8.144104,0.017982,-2.10693,0.01944,14.154805,14.752888,13.356237,0.157749,0.018781,177.424385,14.655786,14.637307,14.738922,14.793504,14.76448,14.094586,13.789479,13.096264,12.841563,12.503968,12.246401,12.109805,0.02,0.028,0.023,0.026,0.038,0.04,0.039,0.014,0.034,0.013,0.043,0.03
154.337313,-46.401653,1.0,8.641155,0.036871,-1.919636,0.040672,16.057653,16.613373,15.333805,0.154898,0.038778,168.650435,16.261786,16.268307,16.365922,16.519504,16.46648,15.917586,15.612479,15.033264,14.803563,14.478968,14.251401,14.136805,0.039,0.033,0.021,0.032,0.041,0.05,0.038,0.018,0.032,0.019,0.051,0.034
154.346321,-46.39902,1.0,8.697752,0.051338,-2.161043,0.052898,16.724033,17.215889,15.951533,0.152998,0.052561,149.777772,16.836372,16.828429,17.002432,17.068427,17.008,16.52265,16.221361,15.630957,15.433711,15.108544,14.857032,14.824169,0.047,0.031,0.043,0.053,0.048,0.051,0.039,0.026,0.037,0.028,0.079,0.047
154.333065,-46.390352,0.0,8.409178,0.021341,-2.289066,0.023018,15.074793,15.745809,14.271821,0.201873,0.023013,191.950774,15.872779,16.095013,16.012321,16.075763,16.054875,15.071693,14.788259,13.982599,13.711054,13.466361,13.133112,13.054589,0.026,0.032,0.036,0.036,0.041,0.054,0.038,0.017,0.033,0.019,0.058,0.04
154.30674,-46.396645,1.0,8.19333,0.037671,-2.257264,0.039423,16.354498,16.851849,15.594955,0.208304,0.040837,246.664955,16.505585,16.48604,16.618154,16.818143,16.688817,16.236956,15.929689,15.303482,15.088023,14.749913,14.53427,14.46185,0.043,0.051,0.036,0.05,0.053,0.052,0.05,0.03,0.046,0.035,0.066,0.049
154.307655,-46.390534,1.0,8.381263,0.013351,-1.7352,0.014111,13.850556,14.502948,13.063612,0.157883,0.014545,250.510003,14.646585,14.61204,14.722154,14.685143,14.679817,13.910956,13.592689,12.856482,12.598023,12.329913,12.00127,11.86485,0.019,0.028,0.015,0.021,0.034,0.047,0.038,0.015,0.027,0.017,0.051,0.032
154.317885,-46.388439,0.0,8.355429,0.023183,-1.84556,0.024831,15.276656,15.847539,14.496203,0.171732,0.024757,229.291472,15.698585,15.67904,15.732154,15.826143,15.622817,15.128956,14.917689,14.214482,13.974023,13.711913,13.42027,13.34685,0.025,0.029,0.023,0.027,0.043,0.056,0.037,0.029,0.037,0.038,0.05,0.042
154.326271,-46.385715,1.0,8.175844,0.03349,-1.954166,0.035454,16.037554,16.596838,15.274767,0.140182,0.03687,214.387848,16.184779,16.182013,16.304321,16.360763,16.351875,15.844693,15.537259,14.937599,14.708054,14.395361,14.178112,14.045589,0.033,0.025,0.037,0.036,0.045,0.051,0.04,0.02,0.033,0.019,0.063,0.037
154.447111,-46.467412,0.0,8.195043,0.039846,-1.958524,0.036494,16.12654,16.70867,15.390785,0.14005,0.036875,225.540617,16.390683,16.371167,16.449479,16.630802,16.495851,15.999732,15.697095,15.101134,14.852251,14.549222,14.273551,14.170271,0.041,0.026,0.03,0.042,0.043,0.049,0.043,0.017,0.031,0.016,0.054,0.04
154.448467,-46.463339,0.0,8.462558,0.019072,-1.727073,0.018382,14.450612,15.070196,13.657013,0.190087,0.018753,214.53435,15.031683,15.030167,15.057479,15.129802,14.990851,14.392732,14.088095,13.428134,13.135251,12.852222,12.552551,12.419271,0.022,0.027,0.019,0.026,0.038,0.043,0.032,0.013,0.024,0.016,0.059,0.03
154.452651,-46.468825,0.0,7.953857,0.064933,-1.530066,0.059435,16.67154,17.136263,15.874622,-0.002469,0.059279,236.799568,16.729683,16.802167,16.804479,17.075802,16.895851,16.473732,16.169095,15.590134,15.353251,15.102222,14.823551,14.717271,0.033,0.026,0.05,0.052,0.045,0.057,0.043,0.022,0.031,0.022,0.071,0.035
154.448323,-46.468819,1.0,8.123965,0.059745,-1.974368,0.052707,16.743425,17.285326,16.00385,0.276423,0.053484,231.425139,16.859683,16.860167,16.958479,17.072802,17.030851,16.543732,16.230095,15.651134,15.444251,15.103222,14.869551,14.771271,0.039,0.03,0.06,0.065,0.059,0.042,0.039,0.023,0.031,0.025,0.06,0.038
154.45398,-46.445462,1.0,8.10121,0.020764,-2.245296,0.017991,14.491172,15.116082,13.720129,0.164316,0.01859,172.76032,14.925848,14.921797,15.020625,15.055618,15.012528,14.380411,14.087071,13.431831,13.165894,12.84511,12.597273,12.465727,0.022,0.021,0.017,0.017,0.039,0.039,0.039,0.014,0.032,0.014,0.049,0.042
154.462917,-46.447633,1.0,8.369187,0.030064,-1.96276,0.029363,15.614034,16.192299,14.867606,0.196805,0.02937,194.469692,15.780848,15.856797,15.925625,16.029618,15.981528,15.421411,15.120071,14.546831,14.283894,14.01611,13.768273,13.636727,0.029,0.026,0.025,0.024,0.044,0.041,0.039,0.012,0.027,0.015,0.063,0.041
154.452626,-46.453145,0.0,8.337303,0.025508,-1.674465,0.025661,15.261556,15.85568,14.506727,0.173151,0.024854,190.647392,15.574848,15.562797,15.577625,15.698618,15.600528,15.111411,14.804071,14.194831,13.935894,13.65311,13.385273,13.298727,0.026,0.024,0.023,0.029,0.042,0.043,0.036,0.017,0.029,0.014,0.057,0.033
154.450138,-46.445448,1.0,8.237321,0.031449,-1.985041,0.029424,15.323494,15.740415,14.414757,0.162681,0.030542,165.928527,15.120848,15.117797,15.688625,15.354618,15.736528,14.944411,14.869071,14.053831,13.829894,13.76211,13.309273,13.203727,0.105,0.108,0.111,0.037,0.09,0.053,0.039,0.075,0.089,0.097,0.068,0.099
154.435789,-46.447014,1.0,8.384454,0.045611,-1.90195,0.042574,16.479645,17.026253,15.776663,0.162022,0.044664,148.037746,16.512676,16.564721,16.666715,16.8167,16.78426,16.312875,15.969568,15.450123,15.238866,15.048667,14.748131,14.605251,0.027,0.035,0.041,0.054,0.054,0.058,0.043,0.022,0.042,0.019,0.069,0.041
154.438188,-46.447549,1.0,8.848762,0.081157,-1.471557,0.076396,16.691349,17.135273,15.887793,-0.056232,0.075113,152.934798,16.635676,16.727721,16.784715,16.9977,16.90826,16.428875,16.112568,15.487123,15.331866,14.999667,14.755131,14.650251,0.042,0.048,0.046,0.063,0.057,0.045,0.048,0.027,0.044,0.033,0.06,0.043
154.430781,-46.449725,0.0,8.478329,0.087742,-2.181913,0.081191,16.774801,17.15259,15.868117,0.167924,0.085216,150.317719,16.847676,16.819721,16.949715,17.0587,16.89826,16.413875,16.133568,15.476123,15.298866,14.921667,14.756131,14.613251,0.045,0.062,0.039,0.06,0.061,0.045,0.053,0.036,0.051,0.045,0.056,0.05
154.426973,-46.451773,1.0,8.34562,0.028703,-1.808515,0.027203,15.513403,16.104752,14.770736,0.164773,0.028219,153.080393,15.808676,15.843721,15.917715,16.0117,15.96326,15.420875,15.089568,14.474123,14.219866,13.948667,13.662131,13.499251,0.019,0.024,0.025,0.026,0.043,0.047,0.038,0.016,0.031,0.016,0.054,0.032
154.434363,-46.45472,1.0,8.400701,0.017206,-2.089906,0.01675,14.315478,14.96659,13.529868,0.178884,0.016896,170.373725,14.970676,14.924721,15.038715,15.0527,15.00226,14.314875,14.018568,13.300123,13.033866,12.689667,12.415131,12.280251,0.022,0.028,0.018,0.016,0.034,0.039,0.042,0.013,0.034,0.015,0.055,0.042
154.422003,-46.446849,1.0,8.293751,0.018544,-1.94535,0.018098,14.553054,15.179379,13.780987,0.166645,0.019443,132.071768,15.08673,15.043494,15.180284,15.229052,15.176298,14.530101,14.235363,13.560966,13.285469,12.955519,12.691429,12.576164,0.023,0.033,0.019,0.024,0.038,0.043,0.032,0.022,0.035,0.017,0.059,0.032
154.434416,-46.450618,1.0,8.404287,0.023085,-2.131776,0.022457,15.042649,15.642355,14.284041,0.170456,0.022796,157.396782,15.454676,15.427721,15.538715,15.5837,15.51926,14.960875,14.669568,14.021123,13.761866,13.447667,13.204131,13.057251,0.029,0.022,0.023,0.025,0.037,0.041,0.039,0.015,0.029,0.015,0.054,0.031
154.428331,-46.441976,1.0,8.506172,0.028577,-2.109085,0.02881,15.626082,16.209503,14.848941,0.1777,0.030593,122.896601,15.969676,15.972721,16.063715,16.1637,16.11726,15.537875,15.222568,14.593123,14.348866,14.024667,13.753131,13.608251,0.029,0.032,0.036,0.04,0.034,0.043,0.043,0.021,0.035,0.024,0.055,0.045
154.42681,-46.434922,0.0,8.293396,0.137605,-2.669923,0.141152,16.727472,17.046509,15.779176,0.044198,0.134245,99.507597,16.424653,16.491604,16.488609,16.734914,16.620167,16.147711,15.922958,15.274869,15.125484,14.729705,14.567785,14.41134,0.069,0.082,0.075,0.092,0.071,0.053,0.073,0.052,0.059,0.07,0.075,0.061
154.433802,-46.431888,1.0,8.168869,0.034961,-1.656276,0.036283,15.831224,16.379501,15.014462,0.185303,0.035316,102.816702,15.897653,15.927604,16.009609,16.127914,16.040167,15.540711,15.232958,14.624869,14.421484,14.222705,13.836785,13.74934,0.042,0.049,0.058,0.068,0.048,0.061,0.046,0.036,0.045,0.047,0.098,0.057
154.444295,-46.437778,0.0,8.571275,0.01226,-1.834517,0.013256,13.435584,14.113871,12.59334,0.14237,0.013291,136.343339,14.401587,14.360396,14.370219,14.332022,14.189319,13.489254,13.186586,12.421343,12.122886,11.795057,11.467056,11.369854,0.025,0.022,0.027,0.022,0.034,0.043,0.032,0.021,0.029,0.015,0.046,0.031
154.439281,-46.431745,1.0,7.782446,0.054306,-2.436917,0.054021,16.613258,16.885662,15.652712,0.081992,0.054603,112.850707,16.226587,16.466396,16.973219,16.579022,16.949319,16.383254,16.101586,15.453343,15.102886,14.954057,14.652056,14.371854,0.119,0.132,0.133,0.074,0.128,0.086,0.05,0.087,0.052,0.057,0.086,0.064
154.427582,-46.438912,1.0,8.157899,0.032309,-1.956899,0.032729,15.947946,16.519053,15.185027,0.09843,0.034012,112.49896,15.995653,16.004604,16.054609,16.248914,16.263167,15.614711,15.334958,14.700869,14.512484,14.165705,13.974785,13.83234,0.026,0.031,0.028,0.046,0.042,0.055,0.041,0.021,0.037,0.022,0.05,0.041
154.429452,-46.438886,1.0,8.398994,0.013672,-1.567233,0.013913,13.840133,14.529598,13.028626,0.199359,0.014522,114.960624,14.535653,14.474604,14.590609,14.550914,14.472167,13.769711,13.461958,12.730869,12.462484,12.187705,11.850785,11.71734,0.019,0.02,0.017,0.024,0.039,0.043,0.043,0.012,0.028,0.013,0.049,0.033
154.441404,-46.44245,1.0,8.635683,0.057313,-1.904225,0.056403,16.860584,17.27603,16.027378,0.179095,0.060723,143.28873,16.878587,16.871396,16.880219,17.070022,17.039319,16.553254,16.249586,15.654343,15.477886,15.129057,14.929056,14.800854,0.045,0.068,0.049,0.091,0.044,0.044,0.042,0.033,0.044,0.04,0.066,0.042
154.439872,-46.430812,0.0,8.684869,0.050955,-1.650824,0.05075,16.672855,17.251673,15.945628,0.096608,0.051855,112.000158,16.799889,16.792198,16.876561,16.999061,16.881257,16.475293,16.123974,15.525569,15.373088,15.082596,14.777497,14.687076,0.05,0.034,0.044,0.044,0.043,0.052,0.042,0.021,0.032,0.02,0.057,0.029
154.450639,-46.437934,1.0,7.955793,0.048288,-2.409394,0.048844,16.49096,17.030807,15.721748,0.167067,0.051671,148.772277,16.622587,16.631396,16.674219,16.804022,16.832319,16.299254,15.980586,15.354343,15.176886,14.871057,14.596056,14.462854,0.039,0.032,0.037,0.05,0.041,0.047,0.041,0.017,0.031,0.019,0.046,0.036
154.453388,-46.435061,1.0,8.512753,0.043965,-1.902747,0.04418,16.566021,17.130167,15.829356,0.170536,0.04692,148.291736,16.742587,16.770396,16.854219,17.032022,16.929319,16.450254,16.129586,15.546343,15.326886,15.062057,14.730056,14.606854,0.036,0.032,0.039,0.055,0.05,0.053,0.043,0.015,0.035,0.017,0.067,0.043
154.463956,-46.438789,1.0,8.409567,0.026687,-2.010399,0.027879,15.474788,15.990699,14.692294,0.159817,0.027431,177.604467,15.512962,15.529548,15.672111,15.703824,15.649329,15.190162,14.903266,14.296796,14.10855,13.799795,13.560241,13.463199,0.044,0.05,0.046,0.034,0.042,0.048,0.045,0.036,0.042,0.041,0.075,0.046
154.456658,-46.440615,1.0,8.496495,0.013905,-2.140156,0.014082,13.827407,14.496843,13.021889,0.20307,0.014868,166.48888,14.599587,14.566396,14.681219,14.662022,14.574319,13.869254,13.572586,12.836343,12.544886,12.235057,11.938056,11.775854,0.017,0.02,0.016,0.019,0.036,0.041,0.038,0.011,0.023,0.015,0.05,0.028
154.449126,-46.436665,0.0,8.464259,0.015537,-1.992622,0.016516,14.184446,14.823692,13.390607,0.143772,0.016368,143.009921,14.876587,14.854396,14.891219,14.913022,14.828319,14.161254,13.882586,13.155343,12.894886,12.594057,12.309056,12.156854,0.022,0.033,0.016,0.019,0.037,0.043,0.032,0.016,0.031,0.016,0.052,0.032
154.4718,-46.436646,1.0,7.723492,0.077064,-2.552526,0.070897,16.734465,17.122822,15.859751,0.454209,0.075846,190.708769,16.819539,16.708796,16.963767,16.937603,17.114057,16.436625,16.242056,15.700181,15.342553,15.005916,14.782883,14.642193,0.079,0.103,0.087,0.057,0.075,0.073,0.038,0.054,0.058,0.08,0.083,0.037
154.468967,-46.435545,0.0,8.444807,0.042869,-2.018771,0.044944,16.425222,16.988527,15.680078,0.228791,0.043352,182.646191,16.687539,16.668796,16.678767,16.893603,16.824057,16.321625,16.015056,15.419181,15.169553,14.929916,14.589883,14.483193,0.041,0.026,0.031,0.052,0.051,0.039,0.029,0.02,0.027,0.022,0.063,0.033
154.462836,-46.431314,0.0,8.134375,0.080079,-2.393771,0.066415,15.329041,15.832821,14.492448,0.112225,0.061913,162.310094,15.485962,15.512548,15.544111,15.635824,15.559329,15.054162,14.748266,14.144796,13.91655,13.607795,13.343241,13.254199,0.019,0.022,0.017,0.024,0.038,0.039,0.032,0.013,0.025,0.012,0.048,0.029
154.456844,-46.423072,0.0,8.260022,0.01954,-1.823953,0.020042,14.78474,15.421145,14.002248,0.1913,0.020482,137.978098,15.258962,15.228548,15.241111,15.376824,15.300329,14.684162,14.375266,13.705796,13.46655,13.188795,12.861241,12.753199,0.021,0.021,0.022,0.022,0.038,0.047,0.029,0.018,0.027,0.013,0.054,0.03
154.463855,-46.413951,0.0,8.433649,0.020205,-2.105853,0.021035,14.838434,15.459479,14.049603,0.206215,0.020525,150.103344,15.398973,15.373567,15.438234,15.469871,15.403929,14.786243,14.479246,13.799277,13.553637,13.215235,12.93781,12.814314,0.02,0.025,0.019,0.035,0.035,0.041,0.038,0.014,0.032,0.015,0.045,0.032
154.468896,-46.421226,0.0,8.304865,0.03947,-1.742892,0.039634,16.35403,16.934559,15.643076,0.187876,0.040825,165.536892,16.443962,16.515548,16.483111,16.689824,16.635329,16.148162,15.811266,15.281796,15.07555,14.737795,14.529241,14.425199,0.029,0.027,0.036,0.056,0.045,0.05,0.037,0.014,0.03,0.013,0.055,0.037
154.468078,-46.425172,1.0,8.51683,0.021241,-2.060226,0.020805,14.215042,14.827668,13.423039,0.189932,0.02078,166.860667,14.720962,14.703548,14.768111,14.811824,14.719329,14.100162,13.806266,13.131796,12.87055,12.572795,12.285241,12.151199,0.02,0.024,0.023,0.024,0.041,0.036,0.042,0.015,0.032,0.016,0.045,0.037
154.46766,-46.423787,1.0,7.864662,0.058582,-1.91554,0.058892,16.893188,17.388443,16.147532,0.029915,0.060133,164.559618,16.751962,16.796548,16.949111,17.135824,17.050329,16.499162,16.271266,15.634796,15.47455,15.231795,14.911241,14.857199,0.051,0.037,0.043,0.056,0.064,0.042,0.035,0.024,0.041,0.037,0.05,0.038
154.438613,-46.422062,1.0,8.316699,0.038395,-1.682159,0.040081,15.685645,16.155226,14.849128,0.173217,0.040787,93.925072,15.767889,15.766198,15.894561,15.974061,15.881257,15.384293,15.067974,14.454569,14.285088,13.915596,13.687497,13.585076,0.043,0.059,0.047,0.054,0.047,0.049,0.048,0.035,0.038,0.05,0.067,0.05
154.441174,-46.422733,1.0,8.277726,0.048368,-2.31135,0.049505,16.590624,17.095325,15.782968,0.294468,0.051564,100.724928,16.627889,16.656198,16.689561,16.841061,16.824257,16.338293,15.992974,15.454569,15.234088,14.935596,14.710497,14.607076,0.035,0.039,0.05,0.058,0.045,0.057,0.048,0.03,0.037,0.039,0.064,0.039
154.444793,-46.423483,0.0,8.328383,0.022748,-2.022518,0.023515,14.925272,15.519305,14.120204,0.23566,0.025401,110.072713,15.272889,15.259198,15.338561,15.439061,15.322257,14.780293,14.451974,13.798569,13.559088,13.222596,12.978497,12.870076,0.024,0.032,0.03,0.036,0.034,0.042,0.028,0.018,0.031,0.02,0.055,0.031
154.445539,-46.427247,1.0,8.09671,0.028123,-1.773224,0.028868,15.53318,16.12613,14.774243,0.199682,0.029126,117.289837,15.735889,15.801198,15.902561,15.985061,15.908257,15.367293,15.065974,14.463569,14.210088,13.970596,13.674497,13.541076,0.023,0.029,0.021,0.029,0.04,0.041,0.038,0.015,0.036,0.013,0.062,0.04
154.448642,-46.420336,1.0,8.298202,0.026039,-1.810322,0.026347,15.196214,15.668767,14.38558,0.079554,0.02757,115.759493,15.328889,15.337198,15.362561,15.604061,15.524257,14.894293,14.628974,14.029569,13.814088,13.513596,13.257497,13.151076,0.032,0.022,0.039,0.062,0.039,0.039,0.031,0.021,0.028,0.03,0.052,0.032
154.439972,-46.424597,1.0,8.445723,0.027145,-1.872069,0.02688,15.015343,15.558579,14.168004,0.231361,0.028652,100.67674,15.311889,15.297198,15.378561,15.470061,15.424257,14.795293,14.480974,13.808569,13.593088,13.266596,12.996497,12.896076,0.043,0.051,0.042,0.06,0.044,0.047,0.045,0.034,0.045,0.037,0.061,0.046
154.447919,-46.436354,0.0,8.290918,0.015941,-1.987639,0.016946,14.108396,14.742113,13.295045,0.210944,0.017219,139.954415,14.786587,14.778396,14.802219,14.835022,14.725319,14.088254,13.769586,13.061343,12.801886,12.495057,12.198056,12.054854,0.021,0.032,0.02,0.024,0.035,0.042,0.031,0.017,0.025,0.018,0.045,0.032
154.442636,-46.404573,1.0,8.3476,0.029998,-2.221935,0.032821,15.591596,16.144625,14.829712,0.165295,0.031732,101.419037,15.832085,15.847835,15.918614,15.977371,15.995602,15.494364,15.219604,14.518159,14.314651,13.958663,13.748544,13.64126,0.026,0.035,0.025,0.037,0.04,0.044,0.04,0.021,0.032,0.018,0.056,0.036
154.454139,-46.421286,0.0,8.410907,0.014339,-2.081209,0.014936,13.970138,14.640242,13.157753,0.198618,0.014815,129.822144,14.674889,14.653198,14.705561,14.734061,14.612257,13.928293,13.613974,12.903569,12.636088,12.297596,12.004497,11.901076,0.021,0.029,0.018,0.024,0.035,0.043,0.03,0.015,0.031,0.015,0.056,0.028
154.456397,-46.418062,1.0,8.823803,0.065615,-1.472036,0.069734,16.494038,16.872574,15.598056,0.325703,0.062998,133.025084,16.423973,16.398567,16.457234,16.667871,16.542929,16.159243,15.825246,15.235277,15.060637,14.625235,14.49681,14.349314,0.046,0.05,0.049,0.064,0.034,0.048,0.033,0.027,0.035,0.029,0.044,0.034
154.454485,-46.416289,0.0,8.798013,0.015715,-2.04141,0.016158,13.387006,14.075827,12.563144,0.137528,0.01662,127.494244,14.371973,14.318567,14.419234,14.306871,14.220929,13.464243,13.148246,12.379277,12.101637,11.755235,11.46881,11.317314,0.019,0.018,0.019,0.021,0.034,0.039,0.034,0.014,0.026,0.013,0.034,0.025
