RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.447626,-46.329568,0.0,8.405733,0.01753,-1.998418,0.017966,14.661696,15.24824,13.919564,0.162468,0.017816,318.014907,15.410315,15.379285,15.446068,15.495208,15.359088,14.824087,14.492268,13.824222,13.566999,13.269257,12.962971,12.84286,0.022,0.022,0.022,0.026,0.028,0.044,0.03,0.016,0.029,0.014,0.059,0.029
154.465378,-46.314519,0.0,8.189921,0.041477,-2.108306,0.043624,16.569658,17.104864,15.872602,0.158821,0.043044,384.763456,16.977315,16.980285,17.069068,17.152208,17.053088,16.636087,16.309268,15.736222,15.471999,15.229257,14.928971,14.80086,0.022,0.029,0.047,0.049,0.032,0.042,0.036,0.019,0.034,0.022,0.058,0.034
154.457608,-46.321609,1.0,8.31718,0.045337,-2.216765,0.04743,16.741915,17.26232,16.04501,0.199089,0.047074,353.726121,17.112315,17.096285,17.210068,17.356208,17.241088,16.776087,16.443268,15.877222,15.637999,15.314257,15.071971,14.97386,0.036,0.029,0.049,0.056,0.042,0.053,0.032,0.014,0.03,0.014,0.061,0.032
154.452396,-46.316166,1.0,8.465671,0.018391,-1.982243,0.019359,14.802085,15.382531,14.063158,0.174475,0.019129,367.43311,15.434315,15.447285,15.555068,15.609208,15.548088,14.945087,14.638268,13.961222,13.697999,13.383257,13.098971,12.97586,0.018,0.027,0.024,0.019,0.03,0.044,0.038,0.013,0.03,0.014,0.054,0.034
154.481475,-46.313694,1.0,8.367592,0.03848,-2.067301,0.039617,16.436287,16.904846,15.687671,0.134853,0.039842,405.039999,16.762315,16.799285,16.955068,17.083208,16.965088,16.465087,16.138268,15.548222,15.287999,14.974257,14.725971,14.63686,0.022,0.038,0.04,0.057,0.044,0.044,0.031,0.021,0.032,0.021,0.064,0.028
154.482136,-46.311759,1.0,8.362257,0.047851,-2.014907,0.05078,16.88192,17.411444,16.198034,0.261743,0.050164,411.947671,17.152315,17.268285,17.326068,17.483208,17.450088,16.918087,16.616268,16.056222,15.782999,15.514257,15.231971,15.10186,0.048,0.031,0.045,0.056,0.046,0.042,0.027,0.017,0.034,0.017,0.059,0.028
154.460057,-46.286243,1.0,8.218614,0.029182,-2.138811,0.030435,15.848723,16.39553,15.132861,0.183014,0.029719,475.724174,16.167755,16.152453,16.254117,16.377441,16.303815,15.813229,15.504692,14.9384,14.666896,14.4231,14.127078,14.02616,0.017,0.031,0.025,0.028,0.03,0.039,0.033,0.018,0.034,0.015,0.053,0.029
154.462338,-46.283786,0.0,8.324399,0.026918,-2.063405,0.02874,15.747223,16.294443,15.03921,0.160936,0.027942,485.859318,16.114755,16.135453,16.153117,16.256441,16.169815,15.706229,15.427692,14.8304,14.561896,14.3191,14.042078,13.90116,0.021,0.025,0.025,0.034,0.037,0.04,0.03,0.018,0.033,0.013,0.053,0.031
154.470953,-46.283275,1.0,8.518312,0.03637,-2.209588,0.040535,16.248638,16.788712,15.545645,0.156267,0.037473,494.46372,16.455755,16.521453,16.658117,16.772441,16.650815,16.200229,15.870692,15.3374,15.063896,14.8141,14.559078,14.44116,0.026,0.028,0.033,0.04,0.031,0.041,0.039,0.013,0.03,0.016,0.063,0.028
154.534789,-46.322279,0.0,8.106602,0.014327,-1.980884,0.01543,14.210122,14.843064,13.434552,0.212426,0.015221,460.355228,14.99175,14.986807,15.017732,15.053333,14.960108,14.297559,13.990571,13.292494,13.005296,12.724458,12.415146,12.260718,0.015,0.017,0.021,0.028,0.028,0.04,0.036,0.011,0.029,0.012,0.055,0.03
154.511572,-46.305116,1.0,8.389003,0.041774,-1.927889,0.046328,16.515368,17.019413,15.77139,0.146104,0.044789,470.716305,16.71875,16.758807,16.761732,17.012333,16.970108,16.418559,16.090571,15.504494,15.280296,15.040458,14.723146,14.646718,0.031,0.03,0.051,0.053,0.036,0.053,0.043,0.016,0.036,0.02,0.058,0.033
154.50369,-46.276012,0.0,8.40272,0.027363,-2.059746,0.029973,15.695315,16.264515,14.96991,0.227703,0.029073,550.845581,16.119755,16.123453,16.156117,16.275441,16.214815,15.682229,15.395692,14.7604,14.499896,14.2431,13.970078,13.83316,0.02,0.025,0.029,0.037,0.032,0.038,0.033,0.018,0.038,0.011,0.049,0.032
154.477808,-46.263603,1.0,8.310853,0.02282,-2.307039,0.024675,15.464118,16.02769,14.741908,0.173575,0.024474,566.927561,15.829755,15.826453,15.931117,16.024441,15.988815,15.440229,15.160692,14.5334,14.276896,14.0241,13.747078,13.61716,0.023,0.03,0.023,0.033,0.031,0.045,0.024,0.016,0.029,0.015,0.057,0.023
154.484115,-46.258769,1.0,8.479662,0.036983,-2.02889,0.040294,16.347435,16.888508,15.64744,0.122953,0.038982,588.563299,16.549755,16.598453,16.818117,16.881441,16.787815,16.278229,15.996692,15.4254,15.171896,14.9211,14.638078,14.54316,0.036,0.022,0.036,0.068,0.035,0.043,0.033,0.015,0.034,0.017,0.051,0.033
154.422038,-46.267074,1.0,8.430024,0.031912,-1.968338,0.034093,16.08014,16.609608,15.377009,0.127125,0.032579,525.477289,16.488526,16.480727,16.615678,16.694996,16.710133,16.133799,15.845333,15.246069,14.982042,14.718916,14.450086,14.311291,0.031,0.025,0.029,0.044,0.034,0.044,0.031,0.013,0.027,0.012,0.058,0.028
154.393726,-46.292269,1.0,8.5471,0.021272,-2.035269,0.022535,15.139357,15.689562,14.425035,0.177496,0.0218,433.401796,15.668696,15.67093,15.797904,15.874248,15.850422,15.229183,14.927768,14.293616,14.029617,13.81058,13.480815,13.332066,0.023,0.026,0.013,0.024,0.033,0.043,0.038,0.014,0.036,0.013,0.047,0.033
154.401967,-46.27607,1.0,8.533709,0.049012,-2.216945,0.055387,16.935766,17.43547,16.279636,0.05636,0.051384,491.062765,17.146526,17.123727,17.293678,17.442996,17.391133,16.936799,16.622333,16.082069,15.851042,15.540916,15.342086,15.189291,0.041,0.034,0.043,0.055,0.059,0.053,0.032,0.017,0.038,0.022,0.061,0.038
154.429137,-46.245689,1.0,8.11355,0.013797,-1.943188,0.01397,13.751255,14.391896,12.970523,0.197149,0.013375,603.81569,14.726526,14.659727,14.799678,14.756996,14.654133,13.981799,13.646333,12.889069,12.626042,12.293916,12.002086,11.854291,0.014,0.026,0.017,0.029,0.029,0.037,0.026,0.012,0.028,0.014,0.055,0.02
154.417144,-46.228975,0.0,8.317806,0.022124,-2.151044,0.023918,15.285684,15.846708,14.560344,0.191553,0.022959,661.471458,15.913526,15.865727,15.922678,16.039996,15.929133,15.394799,15.080333,14.457069,14.184042,13.913916,13.610086,13.498291,0.019,0.033,0.022,0.031,0.034,0.04,0.032,0.018,0.039,0.015,0.058,0.027
154.447377,-46.215264,1.0,8.186129,0.021619,-2.042226,0.023646,15.255462,15.840404,14.513154,0.19434,0.022237,718.316137,15.724755,15.732453,15.892117,15.928441,15.875815,15.277229,14.957692,14.3094,14.056896,13.8171,13.510078,13.39216,0.019,0.023,0.028,0.024,0.028,0.04,0.023,0.014,0.034,0.016,0.053,0.026
154.544328,-46.255191,1.0,8.299395,0.035935,-1.925607,0.039803,16.306696,16.858328,15.582907,0.156681,0.038953,665.787754,16.70094,16.693759,16.883609,16.953944,16.889997,16.347217,16.030752,15.423341,15.175539,14.892397,14.582727,14.489509,0.025,0.032,0.038,0.053,0.036,0.043,0.033,0.017,0.032,0.014,0.059,0.027
154.528226,-46.239064,1.0,8.392709,0.010971,-2.033269,0.012113,13.460961,14.171196,12.636174,0.195487,0.011615,697.126944,14.638755,14.560453,14.678117,14.585441,14.492815,13.682229,13.338692,12.5334,12.251896,11.9091,11.596078,11.43816,0.017,0.018,0.022,0.028,0.025,0.033,0.025,0.013,0.029,0.013,0.035,0.022
154.588294,-46.225381,0.0,8.410411,0.021223,-1.856898,0.022661,15.033653,15.622397,14.288735,0.154851,0.021315,815.433958,15.68894,15.670759,15.758609,15.825944,15.744997,15.136217,14.826752,14.185341,13.890539,13.620397,13.324727,13.211509,0.022,0.031,0.019,0.033,0.029,0.039,0.022,0.017,0.033,0.016,0.054,0.027
154.568946,-46.196753,0.0,8.249639,0.03223,-2.161283,0.037011,16.187517,16.744299,15.470172,0.208294,0.035405,878.954414,16.67894,16.649759,16.717609,16.850944,16.760997,16.229217,15.910752,15.307341,15.056539,14.780397,14.493727,14.373509,0.027,0.028,0.048,0.063,0.038,0.045,0.026,0.014,0.034,0.015,0.059,0.028
154.458891,-46.191499,1.0,8.473943,0.039126,-1.834296,0.04484,16.561108,17.12037,15.845524,0.209537,0.041397,807.379664,16.897703,16.91193,17.009076,17.179727,17.102235,16.594634,16.288793,15.650764,15.40931,15.151257,14.866393,14.742733,0.038,0.035,0.033,0.048,0.039,0.044,0.036,0.013,0.038,0.017,0.06,0.036
154.455214,-46.169617,1.0,8.479154,0.029893,-2.077062,0.033339,15.974657,16.55016,15.238257,0.20176,0.031404,883.723277,16.513703,16.45193,16.589076,16.655727,16.574235,16.042634,15.718793,15.083764,14.83031,14.544257,14.253393,14.132733,0.03,0.029,0.037,0.046,0.038,0.039,0.03,0.013,0.035,0.014,0.058,0.03
154.4445,-46.170116,0.0,8.375311,0.013755,-1.966315,0.015315,14.151766,14.779502,13.381268,0.162474,0.014658,878.446234,15.067703,15.00193,15.063076,15.044727,14.940235,14.311634,13.998793,13.288764,12.99931,12.700257,12.390393,12.265733,0.018,0.027,0.019,0.027,0.021,0.033,0.025,0.016,0.035,0.013,0.049,0.024
154.524993,-46.143284,1.0,8.380089,0.023782,-1.904221,0.027157,15.366982,15.965738,14.612621,0.205379,0.025106,1015.195362,15.949703,15.91593,16.072076,16.146727,16.057235,15.473634,15.138793,14.487764,14.21731,13.960257,13.620393,13.510733,0.026,0.021,0.031,0.037,0.023,0.035,0.021,0.014,0.031,0.015,0.055,0.022
154.342827,-46.247387,0.0,8.421558,0.010256,-1.866878,0.011513,13.078844,13.751307,12.280688,0.199353,0.011135,613.094692,14.535414,14.466113,14.562347,14.429656,14.31155,13.480455,13.143053,12.327801,12.016246,11.70178,11.365131,11.192454,0.016,0.027,0.014,0.021,0.028,0.038,0.026,0.011,0.028,0.011,0.02,0.017
154.351066,-46.234903,1.0,8.300533,0.034591,-2.113487,0.036946,16.24449,16.77485,15.559072,0.183752,0.035432,652.365123,16.807414,16.796113,16.906347,17.026656,16.97655,16.400455,16.108053,15.506801,15.218246,14.99178,14.685131,14.535454,0.029,0.03,0.042,0.036,0.033,0.047,0.038,0.012,0.04,0.012,0.056,0.03
154.362446,-46.209302,1.0,8.534695,0.029525,-1.887714,0.033165,15.869766,16.405073,15.169062,0.132327,0.030793,738.474198,16.208703,16.21293,16.341076,16.458727,16.397235,15.873634,15.563793,14.990764,14.74031,14.532257,14.204393,14.095733,0.026,0.031,0.028,0.04,0.036,0.039,0.025,0.012,0.035,0.013,0.053,0.029
154.371829,-46.173637,1.0,8.319958,0.015194,-2.126869,0.016702,14.491601,15.073402,13.755381,0.141542,0.016239,863.388045,15.136703,15.10793,15.242076,15.262727,15.199235,14.576634,14.269793,13.620764,13.33931,13.082257,12.778393,12.649733,0.015,0.029,0.023,0.024,0.029,0.032,0.024,0.017,0.032,0.014,0.047,0.023
154.288739,-46.189329,1.0,8.489189,0.043667,-2.214484,0.047111,16.696918,17.205418,16.026978,0.152892,0.046858,852.446717,16.992595,17.00839,17.104497,17.293043,17.184956,16.706221,16.380191,15.854316,15.570644,15.36677,15.033082,14.947465,0.041,0.028,0.035,0.07,0.046,0.049,0.036,0.018,0.039,0.014,0.055,0.033
154.298606,-46.181876,1.0,8.359001,0.027705,-2.145504,0.030168,15.786478,16.328741,15.075479,0.18417,0.02974,870.117721,16.250595,16.24539,16.366497,16.468043,16.361956,15.847221,15.569191,14.944316,14.668644,14.40577,14.123082,13.998465,0.023,0.04,0.03,0.044,0.04,0.044,0.027,0.014,0.036,0.016,0.075,0.027
154.315966,-46.130398,1.0,8.261631,0.030452,-1.915255,0.031395,15.765487,16.296612,15.054276,0.219229,0.029523,1038.521951,16.146703,16.16993,16.325076,16.386727,16.317235,15.777634,15.473793,14.880764,14.61131,14.338257,14.118393,13.975733,0.028,0.029,0.033,0.033,0.032,0.035,0.026,0.01,0.032,0.015,0.051,0.029
154.415144,-46.172134,0.0,8.177413,0.023052,-2.026843,0.024353,15.345685,15.929315,14.60607,0.149335,0.023537,865.708573,15.935703,15.92193,15.997076,16.081727,15.956235,15.418634,15.105793,14.480764,14.20131,13.921257,13.639393,13.522733,0.021,0.039,0.03,0.029,0.029,0.038,0.023,0.012,0.031,0.015,0.064,0.022
154.105374,-46.336364,1.0,8.671465,0.04908,-2.099738,0.043752,16.806217,17.307152,16.133802,0.240677,0.050285,789.352788,17.128017,17.152481,17.334895,17.275645,17.33996,16.840496,16.529902,15.962142,15.712487,15.438393,15.189108,15.081304,0.044,0.029,0.034,0.055,0.057,0.055,0.046,0.022,0.037,0.018,0.057,0.041
154.121894,-46.338718,1.0,8.53012,0.019582,-2.023451,0.018424,14.937544,15.487906,14.220985,0.227735,0.021314,747.942232,15.496017,15.500481,15.609895,15.710645,15.67996,15.058496,14.769902,14.121142,13.855487,13.610393,13.288108,13.144304,0.024,0.027,0.015,0.025,0.04,0.048,0.044,0.016,0.036,0.016,0.049,0.036
154.055223,-46.319429,1.0,8.347039,0.029317,-1.98861,0.027073,15.663322,16.17906,14.979071,0.114655,0.029619,927.563776,16.129017,16.128481,16.194895,16.313645,16.26696,15.727496,15.463902,14.857142,14.602487,14.359393,14.094108,13.932304,0.031,0.029,0.02,0.031,0.043,0.056,0.043,0.021,0.034,0.014,0.063,0.038
154.074495,-46.32121,1.0,8.277158,0.039795,-2.075933,0.037643,16.437536,16.949766,15.75306,0.155219,0.041337,880.664365,16.819017,16.778481,16.883895,17.054645,16.99896,16.511496,16.159902,15.652142,15.348487,15.141393,14.840108,14.709304,0.037,0.039,0.029,0.037,0.05,0.05,0.038,0.024,0.039,0.019,0.056,0.042
154.088715,-46.276336,1.0,8.375044,0.050029,-1.957065,0.047085,16.850405,17.346983,16.19339,0.167932,0.051672,922.952698,17.091994,17.236267,17.398642,17.451164,17.40981,16.958256,16.629258,16.085328,15.81211,15.605841,15.314294,15.180766,0.036,0.032,0.04,0.058,0.045,0.043,0.047,0.02,0.038,0.017,0.058,0.044
154.164003,-46.199507,1.0,8.206601,0.042533,-2.029258,0.046729,16.643444,17.134684,15.98708,0.18067,0.045616,970.716632,17.052,17.054,17.129,17.352,17.241,16.793,16.445,15.927,15.655,15.419,15.125,14.988,0.036,0.028,0.029,0.047,0.041,0.047,0.042,0.019,0.039,0.015,0.057,0.031
154.200909,-46.205307,0.0,8.455201,0.022765,-2.049446,0.02636,15.339355,15.896806,14.621702,0.198514,0.024069,899.894705,16.075119,16.045707,16.111309,16.151073,16.06507,15.531422,15.225905,14.585038,14.303088,14.018657,13.72773,13.584631,0.019,0.037,0.032,0.034,0.035,0.042,0.033,0.017,0.033,0.017,0.057,0.028
154.194647,-46.183082,1.0,8.347837,0.044608,-2.070298,0.050515,16.707808,17.180357,16.050486,0.170366,0.04883,975.495849,16.915595,16.92539,16.964497,17.202043,17.094956,16.640221,16.355191,15.823316,15.591644,15.30977,15.083082,15.007465,0.029,0.033,0.033,0.049,0.044,0.055,0.029,0.018,0.036,0.014,0.069,0.035
154.094666,-46.130833,1.0,8.421927,0.031559,-2.156238,0.031175,15.893812,16.407274,15.214654,0.164439,0.032547,1272.121635,16.451,16.455,16.572,16.677,16.591,16.076,15.731,15.163,14.898,14.716,14.338,14.206,0.038,0.036,0.026,0.031,0.039,0.044,0.036,0.018,0.037,0.015,0.058,0.038
154.023401,-46.190188,1.0,8.664571,0.04066,-2.19228,0.040449,16.413706,16.908066,15.754421,0.246443,0.041388,1238.405017,16.675073,16.716813,16.801429,16.877393,16.939016,16.434352,16.089182,15.568359,15.32894,15.042585,14.830846,14.712422,0.033,0.035,0.028,0.037,0.039,0.055,0.035,0.02,0.041,0.014,0.058,0.039
153.903103,-46.215954,1.0,8.408001,0.036896,-1.919581,0.03558,16.325294,16.811758,15.658023,0.238124,0.039923,1431.132991,16.734316,16.770783,16.917121,17.00248,16.941,16.447345,16.130058,15.579635,15.304032,15.100276,14.786195,14.666832,0.037,0.033,0.031,0.042,0.045,0.043,0.046,0.023,0.036,0.016,0.053,0.044
154.168401,-46.050082,1.0,8.527532,0.024366,-2.237854,0.026495,15.663279,16.201443,14.962963,0.214853,0.028024,1429.86418,16.259753,16.206397,16.332315,16.439353,16.424298,15.844929,15.52697,14.904912,14.63216,14.404213,14.098426,13.941039,0.034,0.025,0.035,0.041,0.033,0.035,0.034,0.015,0.03,0.014,0.052,0.032
154.223919,-46.010921,1.0,8.325695,0.0346,-2.073451,0.03695,16.261578,16.765335,15.586992,0.212709,0.037984,1513.16387,16.703753,16.693397,16.816315,16.936353,16.893298,16.393929,16.08197,15.468912,15.23316,15.009213,14.688426,14.595039,0.039,0.032,0.045,0.05,0.041,0.046,0.031,0.016,0.035,0.016,0.057,0.028
154.197815,-45.962205,1.0,8.355293,0.051517,-2.110769,0.054301,16.905502,17.392141,16.242025,0.187221,0.055744,1700.024086,17.275753,17.295397,17.292315,17.499353,17.477298,16.975929,16.67397,16.113912,15.86816,15.628213,15.306426,15.216039,0.045,0.027,0.046,0.037,0.045,0.044,0.032,0.023,0.035,0.017,0.054,0.03
155.012952,-46.341114,1.0,8.182502,0.044025,-1.843607,0.050141,16.594107,17.118818,15.904579,0.150906,0.04497,1535.530995,16.90466,17.030095,17.080215,17.176714,17.167112,16.641453,16.406345,15.765873,15.500045,15.232544,14.955175,14.8457,0.034,0.034,0.046,0.055,0.042,0.046,0.039,0.022,0.028,0.021,0.064,0.034
155.075583,-46.293995,1.0,8.14284,0.02018,-1.82688,0.020343,15.060389,15.627666,14.331088,0.186826,0.020559,1723.764511,15.465264,15.400811,15.540992,15.571053,15.481829,14.987236,14.682111,14.079217,13.824837,13.592974,13.309513,13.19422,0.017,0.024,0.023,0.028,0.022,0.036,0.029,0.019,0.024,0.019,0.058,0.03
154.774161,-46.256792,1.0,8.266239,0.049286,-1.830304,0.053828,16.807392,17.402538,16.055454,0.251331,0.055274,1078.565559,17.31894,17.270759,17.405609,17.598944,17.494997,16.917217,16.559752,15.912341,15.663539,15.355397,15.036727,14.895509,0.042,0.031,0.05,0.067,0.038,0.054,0.032,0.016,0.035,0.017,0.054,0.029
154.958108,-46.242747,1.0,8.120656,0.042919,-2.105816,0.044144,16.617239,17.161589,15.908755,0.222258,0.044822,1508.223649,16.754264,16.840811,16.947992,16.993053,16.954829,16.499236,16.206111,15.620217,15.391837,15.091974,14.833513,14.76822,0.043,0.038,0.046,0.057,0.028,0.048,0.034,0.018,0.031,0.017,0.061,0.036
154.96597,-46.20539,1.0,8.150946,0.037261,-2.06754,0.038693,16.304281,16.855701,15.593505,0.208627,0.04204,1585.175252,16.470264,16.545811,16.599992,16.740053,16.745829,16.187236,15.862111,15.303217,15.070837,14.825974,14.563513,14.44822,0.038,0.031,0.04,0.048,0.032,0.039,0.034,0.022,0.032,0.016,0.059,0.036
154.833368,-46.192266,1.0,8.237645,0.037579,-1.963953,0.039422,16.355059,16.94931,15.606674,0.167322,0.0396,1331.118266,16.748264,16.694811,16.847992,16.909053,16.898829,16.312236,15.980111,15.372217,15.107837,14.869974,14.561513,14.44722,0.038,0.019,0.042,0.045,0.037,0.043,0.026,0.016,0.033,0.014,0.051,0.029
154.847275,-46.140443,1.0,8.302872,0.035858,-1.910149,0.038358,16.264534,16.840988,15.531161,0.145429,0.038522,1476.071933,16.547264,16.518811,16.653992,16.789053,16.719829,16.189236,15.900111,15.255217,15.015837,14.797974,14.485513,14.38222,0.032,0.027,0.049,0.055,0.037,0.038,0.029,0.017,0.039,0.015,0.058,0.031
154.754684,-46.242396,0.0,8.206168,0.018785,-1.883179,0.019413,14.862632,15.522423,14.065494,0.171572,0.020067,1066.490053,15.75994,15.714759,15.785609,15.834944,15.762997,15.075217,14.735752,13.991341,13.718539,13.422397,13.064727,12.916509,0.023,0.022,0.029,0.029,0.024,0.04,0.026,0.016,0.03,0.014,0.046,0.026
154.774202,-46.165358,1.0,8.099846,0.01649,-2.119918,0.018953,14.663804,15.279737,13.896913,0.168441,0.017931,1281.488736,15.215264,15.147811,15.279992,15.330053,15.278829,14.645236,14.342111,13.685217,13.421837,13.143974,12.857513,12.73722,0.022,0.02,0.028,0.03,0.021,0.03,0.022,0.019,0.028,0.013,0.049,0.021
154.722809,-46.157885,1.0,8.2971,0.036803,-1.84565,0.041503,16.35756,16.903654,15.643745,0.111555,0.039357,1213.004647,16.76794,16.771759,16.898609,17.013944,16.926997,16.407217,16.098752,15.469341,15.237539,14.948397,14.674727,14.546509,0.043,0.03,0.043,0.049,0.032,0.05,0.03,0.018,0.033,0.014,0.056,0.029
154.828538,-46.042656,1.0,8.37082,0.03629,-2.229137,0.036438,16.266178,16.817034,15.552576,0.149572,0.036644,1700.998715,16.519264,16.446811,16.635992,16.704053,16.659829,16.161236,15.802111,15.230217,15.020837,14.774974,14.515513,14.39622,0.042,0.023,0.043,0.043,0.03,0.029,0.022,0.017,0.033,0.016,0.056,0.026
154.985089,-46.588718,1.0,8.138637,0.018375,-1.801034,0.019685,14.807592,15.378439,14.078528,0.21262,0.0192,1574.872128,15.375608,15.385602,15.405853,15.529553,15.517687,14.918526,14.613801,13.9736,13.703097,13.425754,13.109458,12.956112,0.025,0.026,0.02,0.026,0.039,0.048,0.041,0.018,0.026,0.018,0.05,0.036
154.82659,-46.543132,1.0,8.371816,0.022247,-1.879966,0.022915,15.152007,15.685871,14.449923,0.145011,0.021797,1149.705505,15.572608,15.551602,15.656853,15.802553,15.749687,15.212526,14.887801,14.2916,14.047097,13.814754,13.476458,13.362112,0.031,0.022,0.02,0.023,0.039,0.044,0.039,0.018,0.029,0.016,0.051,0.031
154.848191,-46.505004,1.0,8.348401,0.012077,-1.730045,0.012708,13.454946,14.110878,12.666664,0.197364,0.011778,1152.222576,14.583608,14.530602,14.621853,14.544553,14.450687,13.697526,13.381801,12.6186,12.320097,12.005754,11.678458,11.505112,0.015,0.027,0.012,0.017,0.03,0.039,0.042,0.015,0.028,0.014,0.055,0.034
154.857902,-46.464288,1.0,8.256155,0.014418,-1.842593,0.014316,13.96151,14.565079,13.209178,0.172881,0.013637,1142.850367,14.784608,14.760602,14.848853,14.867553,14.798687,14.129526,13.802801,13.0926,12.834097,12.572754,12.217458,12.093112,0.019,0.023,0.018,0.022,0.03,0.043,0.034,0.017,0.028,0.014,0.053,0.027
154.84714,-46.458645,1.0,8.227863,0.052805,-1.853554,0.05108,16.759653,17.250154,16.065788,0.204962,0.049011,1113.35873,16.895994,17.00237,17.109623,17.269387,17.20606,16.734887,16.398272,15.869744,15.623415,15.362757,15.100186,14.983728,0.028,0.027,0.044,0.066,0.043,0.049,0.04,0.021,0.039,0.017,0.073,0.041
154.74248,-46.577993,1.0,8.422987,0.040457,-1.910288,0.040441,16.405539,16.940594,15.691817,0.204222,0.040961,1030.127109,16.762173,16.733464,16.82293,17.015859,16.943323,16.395019,16.080747,15.32755,15.156299,14.759747,14.450037,14.321097,0.03,0.056,0.037,0.043,0.051,0.047,0.041,0.025,0.046,0.019,0.049,0.042
