RA,Dec,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
6.075866,-72.0549,1.0,13.656999999999998,0.035,14.527999999999999,0.029,16.328,0.034,16.593999999999998,0.211,16.262,0.033,16.371000000000002,0.105,15.178,0.023,14.236999999999998,0.024,13.796,0.036,15.465,0.026,13.968,0.03,15.975000000000001,0.026,4.832885,0.042673,-2.194822,0.053942,14.799273,15.043405,13.957034,0.383192,0.040689,111.303498
6.301977,-72.05153,0.0,14.964999999999998,0.029,15.731000000000002,0.016,17.282999999999998,0.053,17.188,0.199,17.204,0.027,17.024,0.086,16.304,0.016,15.486999999999998,0.016,15.070999999999998,0.044,16.573,0.014,15.256,0.026,17.147000000000002,0.033,5.088341,0.038968,-2.323464,0.043391,15.990242,16.410809,15.375109,0.197732,0.034205,326.587148
5.964431,-72.05158,0.0,11.782,0.02,12.765,0.01,15.247999999999998,0.017,15.146999999999998,0.07,14.882,0.01,14.54,0.027,13.512,0.006,12.481000000000002,0.011,11.969999999999999,0.033,13.826,0.009,12.172999999999998,0.018,15.008,0.015,4.61524,0.017858,-2.070667,0.024171,13.060628,13.600329,12.298192,0.206429,0.02098,125.46687
6.237414,-72.048,0.0,14.966,0.024,15.745000000000001,0.018,17.455,0.069,17.384,0.241,17.221000000000004,0.032,17.185000000000002,0.105,16.309,0.019,15.517,0.022,15.062999999999999,0.036,16.622,0.018,15.254000000000001,0.024,17.220000000000002,0.045,5.330483,0.040473,-2.75103,0.04714,16.006395,16.401815,15.383502,0.183558,0.037461,265.567845
6.071523,-72.04663,1.0,13.741999999999999,0.033,14.564,0.026,16.267,0.036,16.538,0.185,16.207,0.028,16.220000000000002,0.073,15.219000000000001,0.025,14.308,0.029,13.867999999999999,0.027,15.405999999999999,0.033,14.067,0.03,16.1,0.03,4.13215,0.0534,-1.98964,0.055601,15.019809,15.179482,14.125277,0.162093,0.048339,135.601005
5.86642,-72.04358,0.0,14.081999999999999,0.02,14.872,0.014,16.581999999999997,0.033,16.541999999999998,0.14,16.410000000000004,0.019,16.323,0.061,15.472999999999999,0.011,14.623000000000001,0.017,14.203,0.03,15.735,0.013,14.399000000000001,0.019,16.276,0.023,4.699253,0.039007,-3.055212,0.044304,15.247101,15.573547,14.526913,0.263914,0.03718,220.801111
6.09929,-72.04182,1.0,13.777,0.029,14.64,0.018,16.362,0.03,16.634,0.182,16.227000000000004,0.021,16.325,0.083,15.29,0.016,14.356000000000002,0.018,13.966000000000001,0.039,15.508,0.018,14.096,0.02,16.176000000000002,0.026,5.144119,0.034841,-2.35309,0.035109,14.90035,15.264702,14.166585,0.193537,0.028122,165.052096
5.972265,-72.0409,0.0,14.094,0.025,14.937000000000001,0.017,16.956999999999997,0.061,16.803,0.196,16.656,0.034,16.581,0.087,15.544,0.017,14.665,0.02,14.221,0.037,15.846,0.021,14.409000000000002,0.026,16.691,0.047,5.216307,0.06358,-3.539603,0.086991,15.203795,15.502389,14.45309,-0.14811,0.05729,156.118905
5.420331,-72.03803,0.0,15.246999999999998,0.026,15.994,0.012,17.689999999999998,0.079,17.585,0.231,17.569000000000003,0.041,17.470000000000002,0.09,16.572,0.015,15.745999999999999,0.015,15.352,0.028,16.872,0.012,15.531000000000002,0.02,17.345000000000002,0.047,5.715559,0.041273,-2.712436,0.0421,16.348715,16.765486,15.711031,0.126813,0.037872,686.690637
6.079592,-72.03644,1.0,13.344,0.028,14.203,0.02,16.145,0.029,16.24,0.135,15.907000000000002,0.024,15.889,0.063,14.857,0.014,13.933,0.019,13.501999999999999,0.03,15.137999999999998,0.014,13.707,0.023,15.831,0.025,5.558796,0.031001,-2.001835,0.028377,14.543527,14.927988,13.810178,0.194996,0.024633,173.02285
6.120293,-72.03495,0.0,13.214,0.02,14.065999999999999,0.011,16.006,0.02,15.818999999999999,0.096,15.756000000000002,0.012,15.542000000000002,0.039,14.710999999999999,0.008,13.806999999999999,0.012,13.367,0.03,15.012999999999998,0.01,13.547,0.018,15.847000000000001,0.018,4.751568,0.05522,-1.751067,0.052638,14.406424,14.805336,13.68349,0.168344,0.04523,198.243875
5.930227,-72.03468,0.0,14.313999999999998,0.025,15.137,0.018,16.86,0.035,16.89,0.187,16.744999999999997,0.023,16.736,0.08,15.742999999999999,0.016,14.861999999999998,0.019,14.454999999999998,0.033,16.059,0.015,14.608,0.029,16.807000000000002,0.038,5.611373,0.03997,-2.430912,0.059061,15.466658,15.798835,14.736837,0.117393,0.043459,197.126302
6.308132,-72.03437,1.0,15.545,0.028,16.262,0.023,17.509999999999998,0.056,17.695999999999998,0.266,17.616,0.053,17.564,0.103,16.863,0.033,16.117,0.024,15.643999999999998,0.032,17.163999999999998,0.016,15.791,0.028,17.313000000000002,0.056,5.094725,0.052902,-2.104725,0.053235,16.615839,16.984623,15.979984,0.324399,0.047144,357.895631
5.584349,-72.03219,0.0,15.246,0.027,15.969999999999999,0.016,17.285,0.048,17.36,0.191,17.337000000000003,0.031,17.233,0.088,16.56,0.017,15.729,0.017,15.357,0.028,16.825,0.015,15.510000000000002,0.02,17.032,0.037,5.756405,0.044672,-2.789776,0.042771,16.338596,16.72618,15.703876,0.101665,0.03886,518.103466
5.936254,-72.02916,0.0,13.13,0.018,13.934000000000001,0.011,16.534,0.038,15.977999999999998,0.104,16.192,0.023,15.727,0.046,14.582999999999998,0.013,13.704999999999998,0.012,13.306000000000001,0.028,14.91,0.011,13.498000000000001,0.017,15.844000000000001,0.019,5.027869,0.019843,-2.936249,0.024441,14.308991,14.77601,13.647994,0.207617,0.020226,211.188622
5.683704,-72.0269,0.0,15.536,0.029,16.257,0.016,17.679,0.072,17.743,0.272,17.570999999999998,0.05,17.483,0.1,16.865,0.019,16.032,0.019,15.663,0.036,17.096999999999998,0.014,15.818000000000001,0.025,17.491,0.048,5.133783,0.050529,-3.025309,0.048547,16.61837,16.988806,15.997189,0.163471,0.044164,424.703761
6.149737,-72.02667,1.0,14.761000000000001,0.032,15.544,0.022,17.270999999999997,0.056,17.554,0.301,17.095,0.037,17.12,0.102,16.098,0.022,15.306000000000001,0.025,14.847000000000001,0.03,16.401,0.023,15.074000000000002,0.028,16.943,0.036,4.628477,0.044987,-2.449117,0.05161,15.898397,16.220398,15.199157,0.291712,0.040064,241.249398
6.016447,-72.02079,1.0,13.057,0.023,13.898,0.01,15.581999999999997,0.02,15.687999999999999,0.085,15.519,0.017,15.387,0.034,14.544,0.009,13.643999999999998,0.012,13.261,0.035,14.840999999999998,0.012,13.393,0.019,15.494,0.018,5.827118,0.081581,-2.655413,0.075826,14.258211,14.682042,13.541632,0.366887,0.063231,217.965798
6.109445,-72.01803,0.0,13.770999999999999,0.024,14.559999999999999,0.014,16.259999999999998,0.028,16.203,0.115,16.157000000000004,0.021,16.006,0.048,15.149000000000001,0.014,14.308,0.019,13.889,0.03,15.413999999999998,0.02,14.074000000000002,0.024,16.080000000000002,0.026,5.095493,0.02631,-2.98059,0.027253,14.910665,15.320879,14.235812,0.15274,0.023541,246.842859
6.05436,-72.01618,0.0,13.485999999999999,0.022,14.293,0.013,16.063,0.024,16.079,0.11,15.898000000000001,0.017,15.739,0.046,14.907,0.009,14.035,0.015,13.623999999999999,0.029,15.209,0.017,13.797,0.019,15.808,0.021,5.098304,0.068163,-2.575705,0.067036,14.674454,15.051377,13.947187,-0.19109,0.055045,236.897602
6.140708,-72.00842,1.0,13.691999999999998,0.023,14.484000000000002,0.016,15.933,0.026,16.198,0.111,15.938,0.021,15.856000000000002,0.045,15.081,0.013,14.239,0.018,13.907,0.043,15.389,0.016,13.996000000000002,0.023,15.77,0.026,4.448813,0.028395,-2.727757,0.025357,14.835886,15.277406,14.168468,0.165299,0.021945,292.756807
5.983574,-72.00702,1.0,13.705,0.025,14.515,0.012,16.061,0.015,16.237,0.115,16.051000000000002,0.017,15.96,0.047,15.151,0.01,14.267,0.015,13.858999999999998,0.032,15.43,0.011,14.014,0.023,15.972000000000001,0.016,4.755729,0.033623,-2.349951,0.037548,14.844933,15.279851,14.171755,0.056498,0.031262,271.054249
6.061425,-72.00578,0.0,14.953000000000001,0.022,15.687999999999999,0.013,17.480999999999998,0.058,17.244999999999997,0.216,17.232,0.033,17.036,0.086,16.288,0.017,15.459,0.016,15.053,0.024,16.528,0.017,15.239,0.02,17.080000000000002,0.032,5.172994,0.042564,-3.111183,0.044915,16.081469,16.41806,15.40033,0.187586,0.037812,275.12115
6.16642,-72.00547,1.0,12.959000000000001,0.02,13.800999999999998,0.009,15.381,0.013,15.611,0.076,15.399,0.011,15.278000000000002,0.033,14.451,0.007,13.550999999999998,0.012,13.113,0.031,14.738,0.011,13.285,0.02,15.326,0.012,4.403116,0.029452,-2.760267,0.028747,14.137789,14.601189,13.447773,0.163835,0.022307,315.642256
6.113351,-72.00425,1.0,12.899,0.022,13.779,0.012,15.567999999999998,0.013,15.617,0.082,15.445000000000002,0.01,15.298000000000002,0.035,14.43,0.007,13.503,0.012,13.056000000000001,0.034,14.741,0.01,13.238,0.02,15.443000000000001,0.01,5.387851,0.018242,-2.712606,0.019413,14.077859,14.568722,13.383059,0.180891,0.016407,294.745651
6.04143,-72.00171,0.0,14.496,0.02,15.256,0.014,16.820999999999998,0.043,16.688,0.145,16.68,0.036,16.589000000000002,0.07,15.852999999999998,0.014,15.017,0.013,14.608,0.037,16.137999999999998,0.013,14.788,0.021,16.656000000000002,0.035,4.974505,0.096992,-2.479296,0.099203,15.635278,15.960855,14.92531,0.695791,0.082275,287.170675
6.107787,-72.00003,1.0,14.963,0.025,15.767,0.017,17.462999999999997,0.048,17.704,0.281,17.319000000000003,0.037,17.305,0.106,16.413,0.021,15.524000000000001,0.019,15.053999999999998,0.022,16.677,0.014,15.265,0.022,17.424,0.049,4.937733,0.053972,-1.795587,0.056301,16.178759,16.563202,15.506463,0.183224,0.044499,307.183805
6.80644,-71.99825,0.0,11.065,0.016,12.15,0.008,14.994,0.008,14.968999999999998,0.053,14.548,0.006,14.173000000000002,0.022,13.070999999999998,0.007,11.847000000000001,0.009,11.280000000000001,0.029,13.402999999999999,0.01,11.480999999999998,0.014,14.924,0.009,5.303714,0.011867,-2.458334,0.013553,12.429381,13.111311,11.632362,0.218613,0.010345,918.856073
6.147704,-71.9984,1.0,11.955,0.019,12.926,0.011,15.068999999999999,0.009,15.131,0.064,14.856,0.008,14.637,0.025,13.669999999999998,0.007,12.638000000000002,0.011,12.151,0.035,13.989999999999998,0.012,12.329,0.018,15.011,0.008,5.077968,0.015602,-1.765373,0.01548,13.220807,13.777024,12.47798,0.236681,0.01277,328.670449
6.242906,-71.9953,1.0,14.139000000000001,0.023,14.927,0.014,16.421,0.026,16.634999999999998,0.145,16.427,0.019,16.348,0.057,15.562000000000001,0.012,14.681999999999999,0.015,14.291999999999998,0.031,15.823,0.014,14.456,0.024,16.281000000000002,0.021,4.850799,0.043453,-2.56527,0.0469,15.295731,15.695687,14.605868,0.177642,0.041326,393.88037
5.901525,-71.99175,1.0,13.153,0.022,14.014,0.011,15.747999999999998,0.016,15.951999999999998,0.108,15.688,0.013,15.555,0.046,14.672999999999998,0.008,13.747,0.011,13.302,0.035,14.988,0.008,13.504000000000001,0.02,15.628,0.016,4.525559,0.017826,-2.624126,0.020867,14.318261,14.807122,13.634868,0.212314,0.017276,349.665048
6.030277,-71.99111,0.0,14.162999999999998,0.021,14.936,0.012,16.485,0.028,16.508,0.128,16.442999999999998,0.023,16.279,0.055,15.529,0.013,14.696000000000002,0.014,14.288999999999998,0.026,15.822,0.012,14.462,0.018,16.267,0.023,4.563537,0.031083,-2.376623,0.032122,15.33416,15.708855,14.642279,0.19776,0.027123,324.754886
6.019465,-71.98809,1.0,14.69,0.027,15.423000000000002,0.013,16.695,0.031,16.858999999999998,0.154,16.792,0.022,16.697,0.065,15.974999999999998,0.016,15.193000000000001,0.015,14.777000000000001,0.033,16.269,0.014,14.957,0.022,16.636,0.028,5.447893,0.212806,-2.932099,0.238792,15.800446,16.139105,15.123535,0.409044,0.195087,335.62614
5.959025,-71.98775,0.0,12.888,0.022,13.768,0.011,15.729,0.016,15.675999999999998,0.08,15.527,0.01,15.286999999999999,0.034,14.416999999999998,0.01,13.501999999999999,0.012,13.052,0.035,14.739999999999998,0.009,13.236,0.019,15.531000000000002,0.012,5.30806,0.015808,-3.050887,0.018922,14.066747,14.569736,13.38539,0.191658,0.015371,344.327302
5.607887,-71.98015,1.0,15.339,0.027,16.103,0.016,17.304,0.044,17.657999999999998,0.226,17.412,0.04,17.419,0.096,16.666,0.021,15.89,0.015,15.424,0.029,16.948999999999998,0.012,15.621000000000002,0.021,17.206,0.039,5.165296,0.041445,-3.219399,0.043221,16.42127,16.85073,15.806286,0.134375,0.03901,587.907905
6.236311,-71.97605,1.0,15.258000000000001,0.031,16.006,0.015,17.343999999999998,0.052,17.387,0.193,17.429000000000002,0.035,17.374000000000002,0.094,16.546,0.014,15.777999999999999,0.016,15.402000000000001,0.038,16.848,0.012,15.535,0.025,17.209,0.039,4.650434,0.045314,-2.988116,0.047094,16.296785,16.718397,15.697709,0.11139,0.03925,446.53175
5.823975,-71.96859,0.0,12.9,0.023,13.774000000000001,0.014,15.727,0.018,15.640999999999998,0.076,15.509000000000002,0.011,15.243000000000002,0.031,14.424,0.007,13.508,0.011,13.041999999999998,0.037,14.745000000000001,0.007,13.239,0.02,15.546,0.013,5.19468,0.014804,-2.748353,0.01635,14.060588,14.574137,13.382607,0.205522,0.014572,462.349552
6.587724,-71.9587,0.0,14.136000000000001,0.025,14.93,0.013,16.386,0.026,16.406,0.117,16.398000000000003,0.021,16.267,0.052,15.524999999999999,0.01,14.68,0.014,14.27,0.031,15.817999999999998,0.012,14.449000000000002,0.018,16.242,0.021,5.240505,0.033246,-2.010222,0.031364,15.251561,15.701405,14.606177,0.222207,0.026044,766.595711
5.991308,-71.95063,1.0,15.013,0.024,15.791,0.013,17.206,0.039,17.340999999999998,0.214,17.15,0.026,17.104,0.089,16.409,0.014,15.533000000000001,0.015,15.155000000000001,0.032,16.652,0.011,15.305,0.021,17.043,0.031,4.497048,0.037889,-2.99368,0.053245,16.110176,16.542233,15.482814,0.265717,0.034613,471.809091
6.076318,-71.93107,1.0,13.257,0.066,14.024999999999999,0.029,15.715,0.018,15.835,0.086,15.595,0.014,15.523,0.042,14.710999999999999,0.011,13.736999999999998,0.014,13.311,0.038,14.962,0.025,13.475000000000001,0.016,15.606000000000002,0.013,5.207552,0.016062,-2.229013,0.01859,14.290689,14.79798,13.623964,0.163843,0.015437,543.947567
6.637382,-71.89361,0.0,11.219,0.016,12.28,0.009,15.055,0.009,15.030999999999999,0.057,14.619000000000002,0.006,14.271,0.022,13.187000000000001,0.005,11.981000000000002,0.009,11.422999999999998,0.032,13.507000000000001,0.009,11.629000000000001,0.013,14.96,0.008,5.49965,0.012828,-3.035473,0.014324,12.562965,13.230455,11.775727,0.24855,0.011074,960.928314
6.170044,-71.89224,0.0,14.226999999999999,0.022,15.046,0.014,16.679,0.03,16.782999999999998,0.142,16.645000000000003,0.022,16.524,0.057,15.649000000000001,0.01,14.783000000000001,0.013,14.383,0.033,15.957,0.01,14.55,0.022,16.437,0.02,5.119784,0.024708,-2.817641,0.028775,15.350058,15.815609,14.693398,0.174313,0.022758,699.929153
5.682664,-71.87553,0.0,11.307,0.016,12.356,0.009,15.094999999999999,0.013,14.979,0.055,14.679,0.007,14.234000000000002,0.021,13.195999999999998,0.005,12.053999999999998,0.01,11.511,0.033,13.532,0.01,11.725000000000001,0.014,14.937000000000001,0.011,5.260523,0.012998,-2.871824,0.014349,12.6406,13.28412,11.869678,0.243186,0.012148,832.444264
6.813574,-71.78787,0.0,15.441999999999998,0.025,16.227,0.013,17.63,0.073,17.582,0.219,17.503999999999998,0.042,17.466,0.087,16.766,0.012,16.005,0.016,15.582999999999998,0.034,17.056,0.013,15.766000000000002,0.023,17.351,0.055,5.128516,0.046303,-2.807548,0.05352,16.518341,16.960236,15.921497,0.11927,0.040755,1376.163303
5.889635,-71.73014,0.0,14.696,0.019,15.472999999999999,0.014,16.948999999999998,0.033,16.928,0.148,16.849000000000004,0.024,16.643,0.063,16.02,0.009,15.238,0.012,14.823,0.038,16.314,0.01,15.001000000000001,0.02,16.718,0.028,5.232235,0.032791,-2.557147,0.037522,15.759831,16.194265,15.152444,0.241884,0.029342,1273.160046
5.308705,-71.50992,1.0,15.581999999999999,0.017,16.297,0.012,17.578,0.064,17.567,0.212,17.549,0.045,17.532,0.104,16.855999999999998,0.017,16.083,0.012,15.704999999999998,0.03,17.131999999999998,0.011,15.877000000000002,0.018,17.378,0.054,5.192589,0.066336,-2.532573,0.051272,16.624949,17.052835,16.038214,0.195291,0.048541,2208.598476
6.282916,-71.41197,1.0,15.447000000000001,0.017,16.188,0.013,17.439,0.071,17.52,0.219,17.461,0.043,17.393,0.093,16.724,0.013,15.96,0.013,15.572,0.037,17.009,0.011,15.747,0.018,17.215,0.045,5.117432,0.063052,-2.461278,0.046455,16.4956,16.908049,15.907274,0.234674,0.040894,2427.584816
6.426238,-72.70848,1.0,15.415999999999999,0.024,16.125,0.018,17.407999999999998,0.051,17.445999999999998,0.206,17.345,0.034,17.366,0.083,16.64,0.015,15.899000000000001,0.017,15.509,0.029,16.942999999999998,0.008,15.675,0.022,17.211000000000002,0.036,5.25204,0.043875,-2.947208,0.043255,16.419167,16.834677,15.842893,0.586312,0.036183,2299.9654
6.674735,-72.68184,1.0,14.795,0.027,15.571000000000002,0.016,16.817,0.029,16.945,0.151,16.921999999999997,0.028,16.852,0.078,16.122,0.012,15.343,0.017,14.916999999999998,0.029,16.432,0.009,15.097000000000001,0.024,16.676000000000002,0.026,5.280987,0.036933,-2.208475,0.032898,15.853802,16.29588,15.245512,0.199696,0.028361,2275.251639
5.606127,-72.61787,1.0,15.455,0.025,16.237000000000002,0.019,17.488999999999997,0.054,17.596999999999998,0.208,17.592,0.051,17.508,0.1,16.837,0.017,15.998999999999999,0.022,15.594999999999999,0.027,17.108999999999998,0.015,15.746000000000002,0.023,17.489,0.045,5.207904,0.049118,-2.440886,0.049259,16.536592,16.975655,15.931506,0.187423,0.041358,1984.840521
6.174163,-72.59723,1.0,14.673,0.025,15.445,0.019,16.727,0.033,16.863,0.153,16.715000000000003,0.021,16.711000000000002,0.068,16.019,0.013,15.207999999999998,0.016,14.791999999999998,0.029,16.301,0.01,14.963000000000001,0.022,16.586000000000002,0.022,4.765229,0.056923,-2.752837,0.049665,15.773925,16.179848,15.1286,0.374771,0.044265,1864.77902
5.355135,-72.56656,1.0,13.193,0.025,14.062999999999999,0.019,15.780999999999999,0.015,15.84,0.085,15.691,0.01,15.531000000000002,0.037,14.704999999999998,0.01,13.818999999999999,0.019,13.349,0.029,15.026,0.012,13.52,0.024,15.651,0.012,5.161431,0.021654,-2.522857,0.017648,14.346564,14.858784,13.679331,0.188018,0.016613,1893.7086
5.51908,-72.56529,1.0,14.522,0.027,15.315999999999999,0.019,16.424999999999997,0.021,16.674,0.145,16.586,0.021,16.576,0.059,15.841999999999999,0.013,15.094000000000001,0.019,14.663,0.032,16.166,0.012,14.826,0.024,16.396,0.022,6.252631,0.037309,-2.665872,0.031458,15.599897,16.042974,14.982651,0.078844,0.027903,1827.77023
5.754341,-72.55908,0.0,13.092,0.029,13.956,0.019,15.762999999999998,0.016,15.666999999999998,0.081,15.581999999999999,0.01,15.303,0.034,14.556999999999999,0.01,13.706,0.018,13.242,0.029,14.892,0.011,13.425,0.023,15.561,0.012,5.377266,0.019786,-2.779421,0.018139,14.230011,14.729017,13.57387,0.213315,0.014459,1745.211679
5.076168,-72.54639,1.0,13.022999999999998,0.026,13.892,0.017,15.642,0.013,15.716999999999999,0.078,15.552000000000001,0.011,15.366,0.033,14.538999999999998,0.009,13.661000000000001,0.018,13.178,0.03,14.869,0.013,13.347999999999999,0.026,15.527000000000001,0.014,5.507033,0.021064,-2.761923,0.01716,14.181976,14.69748,13.509503,0.204477,0.014861,1969.032638
6.1471,-72.53993,0.0,15.610999999999999,0.031,16.334,0.021,17.598,0.064,17.528,0.195,17.552999999999997,0.046,17.455000000000002,0.106,16.87,0.021,16.124,0.021,15.745999999999999,0.027,17.154,0.015,15.888000000000002,0.025,17.453,0.044,5.359597,0.064494,-2.451989,0.050901,16.63977,17.059395,16.06288,0.190251,0.043374,1656.785776
6.030326,-72.53825,1.0,15.458,0.026,16.223,0.021,17.407,0.048,17.583,0.214,17.57,0.045,17.51,0.095,16.755,0.018,16.004,0.019,15.579999999999998,0.031,17.056,0.011,15.769000000000002,0.026,17.3,0.037,5.370596,0.058097,-2.552681,0.053139,16.51641,16.94574,15.918693,0.192657,0.042112,1645.216955
4.512713,-72.53243,0.0,13.405,0.027,14.239999999999998,0.021,16.006,0.02,15.985,0.094,15.882,0.015,15.678,0.041,14.869,0.009,14.02,0.021,13.546,0.028,15.204999999999998,0.014,13.711000000000002,0.029,15.807000000000002,0.014,5.297008,0.026278,-2.739074,0.022008,14.534889,15.031396,13.877007,0.211559,0.01954,2317.032271
6.50199,-72.53326,0.0,14.882,0.027,15.648,0.018,17.063,0.042,17.081,0.179,17.035000000000004,0.03,16.897000000000002,0.068,16.191,0.013,15.402999999999999,0.018,14.991,0.03,16.506,0.009,15.184000000000001,0.027,16.846,0.023,5.554971,0.041981,-2.521473,0.036773,15.931782,16.366545,15.326832,0.177918,0.029207,1709.229669
5.644662,-72.53108,0.0,14.513,0.03,15.293,0.022,16.791,0.027,16.714,0.13,16.729999999999997,0.02,16.537,0.062,15.841999999999999,0.014,15.059000000000001,0.02,14.625,0.029,16.148,0.012,14.810000000000002,0.024,16.594,0.027,5.283471,0.039912,-2.468719,0.029574,15.576152,16.028828,14.956407,0.171689,0.027032,1671.65834
5.775373,-72.5169,0.0,15.129,0.028,15.89,0.02,17.238,0.042,17.238,0.181,17.165999999999997,0.034,16.998,0.075,16.416,0.017,15.652000000000001,0.019,15.262,0.029,16.709,0.012,15.426000000000002,0.024,16.974,0.032,5.466645,0.055026,-2.457342,0.042135,16.18099,16.612478,15.583868,0.283359,0.035647,1591.793207
6.396628,-72.51087,1.0,11.623999999999999,0.019,12.636000000000001,0.013,15.058999999999997,0.009,15.062999999999999,0.061,14.754,0.007,14.458000000000002,0.023,13.445,0.008,12.350999999999999,0.013,11.809999999999999,0.028,13.780999999999999,0.01,12.011,0.017,14.983,0.008,5.482334,0.02459,-2.603789,0.019988,12.914662,13.535411,12.159441,0.199201,0.014478,1599.529268
6.009501,-72.49791,1.0,15.479999999999999,0.025,16.23,0.018,17.427,0.055,17.605999999999998,0.24,17.478,0.042,17.494,0.093,16.769,0.02,15.995000000000001,0.02,15.611,0.031,17.04,0.014,15.762,0.027,17.220000000000002,0.035,5.282677,0.064679,-2.514145,0.050965,16.514425,16.930887,15.926993,0.154104,0.041949,1500.100507
